vf-min,gmm-log-w-mean,best_single_option_policy/episode-length-max,max-path-return,qf-std,episodes,vf-max,time-sample,bellman-error,gmm-log-sigs-mean,epoch,z-entropy,gmm-log-sigs-min,discriminator_reward-min,gmm-mus-mean,time-train,best_single_option_policy/return-average,log_p_z-max,qf-max,time-eval,policy-reg-loss,gmm-mus-min,gmm-log-sigs-max,last-path-return,discriminator_reward-max,time-total,vf-loss,best_single_option_policy/episode-length-min,gmm-mus-std,log_p_z-avg,kl-surrogate-loss,pool-size,gmm-log-w-min,gmm-mus-max,path-length,gmm-log-w-max,best_single_option_policy/return-std,best_single_option_policy/episode-length-avg,vf-std,qf-avg,log_p_z-min,log_p_z-std,discriminator_reward-avg,best_single_option_policy/return-max,best_single_option_policy/episode-length-std,discriminator_reward-std,qf-min,discriminator-loss,vf-avg,gmm-log-w-std,best_single_option_policy/return-min,gmm-log-sigs-std
161.73091,-1.8606727,1000,43.39844161821587,39.103226,11,316.51816,1.1243742555379868,0.53832656,-0.40608713,10,3.9120230054281455,-1.4923909,-0.45063257,0.13281266,6.7283876778092235,6.835945932929339,-3.911973,315.91064,11.575826720101759,0.0012305338,-4.1269627,0.87134236,25.588550975435687,3.9119573,1104.4842554479837,0.55885136,1000,1.4643855,-3.9119723,0.89391,11000,-10.0,4.4148006,1000.0,11.975531,0.0,1000.0,39.41074,225.39857,-3.911973,7.1525574e-07,3.349637,6.835945932929339,0.0,0.7028262,162.74104,0.5623359,225.03845,4.771962,6.835945932929339,0.3661922
171.70398,-2.1896293,1000,43.39844161821587,47.963284,12,342.8535,1.1095496176276356,0.43297023,-0.44533128,11,3.9120230054281455,-1.5248541,-0.5719228,0.25098756,6.742743785493076,10.107624822580101,-3.911973,342.35416,415.60972072090954,0.0011773268,-3.601686,0.4707604,-16.894225349179194,3.9119706,1123.5904394302052,0.7879751,1000,1.3868397,-3.9119723,-0.33919019,12000,-10.0,3.6881235,1000.0,11.784331,0.0,1000.0,48.244175,248.77357,-3.911973,7.1525574e-07,3.3869538,10.107624822580101,0.0,0.6296586,173.77008,0.52501917,249.30075,5.116606,10.107624822580101,0.41232806
177.74799,-2.254554,1000,43.39844161821587,42.636818,13,347.5555,1.131706109503284,0.3584835,-0.31992275,12,3.9120230054281455,-1.2768918,0.630064,-0.039786194,6.7236765353009105,-1.0520907295917237,-3.911973,345.88852,11.256645357003435,0.001310534,-4.7382946,1.178472,1.2530034697572563,3.9119716,1142.818132279208,0.57834196,1000,1.5424453,-3.9119723,-0.6091744,13000,-10.0,3.7996922,1000.0,10.6947975,0.0,1000.0,43.300106,254.38567,-3.911973,7.1525574e-07,3.3531883,-1.0520907295917237,0.0,0.60446125,179.16714,0.5587848,255.03757,5.010169,-1.0520907295917237,0.3714797
173.8682,-2.429748,1000,43.39844161821587,45.329166,14,358.37668,1.1207628308329731,0.31681353,-0.3857503,13,3.9120230054281455,-1.6071109,0.56932425,-0.06035538,6.639242680277675,23.31331102698841,-3.911973,357.2245,11.371437099995092,0.0011874551,-3.3927824,0.7089293,-6.782608361862108,3.9119723,1161.8935774050187,0.29020327,1000,1.4500581,-3.9119723,-0.04711382,14000,-10.0,3.4909656,1000.0,10.83176,0.0,1000.0,45.69494,265.01093,-3.911973,7.1525574e-07,3.2674863,23.31331102698841,0.0,0.65209126,176.00847,0.64448667,265.12897,4.9044876,23.31331102698841,0.3461147
185.76347,-2.4747014,1000,43.39844161821587,47.699413,15,371.18152,1.0976977462414652,0.3371594,-0.35183248,14,3.9120230054281455,-1.4157045,0.58812237,-0.0916919,6.6518454004544765,17.0908572719416,-3.911973,370.87744,11.31691714306362,0.001046315,-3.6636055,0.7641297,19.95526262317449,3.9119399,1181.0776272676885,0.5093778,1000,1.3593637,-3.9119723,0.38104492,15000,-10.0,3.8626602,1000.0,10.599885,0.0,1000.0,48.108517,272.19278,-3.911973,7.1525574e-07,3.3128717,17.0908572719416,0.0,0.63507915,185.95369,0.59910125,272.18622,5.0112424,17.0908572719416,0.3355096
195.89375,-2.6893897,1000,43.39844161821587,50.918457,16,377.71118,1.0791130892466754,0.30889297,-0.3491202,15,3.9120230054281455,-1.5451583,-0.24551392,0.033673745,6.604883612366393,3.517667913246404,-3.911973,375.7534,11.446007855935022,0.0011345302,-3.7495463,0.7319127,7.832058958153679,3.9119592,1200.1770672269631,0.597355,1000,1.4270029,-3.9119723,-1.1193327,16000,-10.0,4.7316566,1000.0,11.4704895,0.0,1000.0,51.338478,278.06137,-3.911973,7.1525574e-07,3.3155985,3.517667913246404,0.0,0.6934061,194.3905,0.5963746,278.70868,5.4354057,3.517667913246404,0.33121642
192.0878,-2.7606359,1000,43.39844161821587,49.814,17,384.49112,1.0806367995683104,0.34334573,-0.37688828,16,3.9120230054281455,-1.4653394,0.1343646,0.08753857,6.557973493123427,16.50275689248523,-3.911973,382.97507,11.404436039039865,0.0011693405,-4.0954747,0.75044864,10.816387196711611,3.911967,1219.174957023235,0.4463154,1000,1.4235802,-3.9119723,-0.13409567,17000,-10.0,3.781012,1000.0,11.522041,0.0,1000.0,50.23569,283.36218,-3.911973,7.1525574e-07,3.2189865,16.50275689248523,0.0,0.7397743,192.86787,0.69298637,283.49756,5.4272523,16.50275689248523,0.4029791
201.30226,-2.7403412,1000,43.39844161821587,49.911892,18,391.58716,1.1181575674563646,0.21144965,-0.37133554,17,3.9120230054281455,-1.2520398,1.5565848,-0.040845346,6.799080803291872,18.75552986329132,-3.911973,391.2885,11.364917973056436,0.0009933664,-3.8841493,0.73993444,-11.099266331505408,3.9119656,1238.4884689287283,0.53911805,1000,1.3057746,-3.9119723,0.36940953,18000,-10.0,3.2763913,1000.0,15.071496,0.0,1000.0,49.90855,286.40057,-3.911973,7.1525574e-07,3.2344112,18.75552986329132,0.0,0.5270499,203.40126,0.6775618,286.33337,5.2133694,18.75552986329132,0.37699807
200.52017,-3.0077372,1000,43.39844161821587,48.284424,19,391.6516,1.0891394475474954,0.29042006,-0.37735435,18,3.9120230054281455,-1.904524,0.533581,-0.036795717,6.750442365184426,5.893619789794315,-3.911973,390.68533,11.393028723075986,0.0012342929,-5.3150935,1.4388251,-26.671258047718744,3.9119437,1257.692712619435,0.55221164,1000,1.4674655,-3.9119723,0.6163287,19000,-10.0,3.8849342,1000.0,15.921874,0.0,1000.0,48.517776,292.96652,-3.911973,7.1525574e-07,3.2593143,5.893619789794315,0.0,0.69176054,196.30223,0.6526587,292.87866,5.834929,5.893619789794315,0.41398105
200.6894,-3.0141668,1000,43.39844161821587,51.208645,20,404.55847,1.1076673902571201,0.56735253,-0.30116796,19,3.9120230054281455,-1.593894,-8.812582,-0.18652791,6.707831125939265,28.10352639668253,-3.911973,403.3564,11.365443610819057,0.0009312572,-3.1288512,0.6143684,27.599236559178042,3.911973,1276.8954233997501,0.68979853,1000,1.2725502,-3.9119723,0.80073565,20000,-10.0,2.994945,1000.0,14.323608,0.0,1000.0,51.46213,287.9185,-3.911973,7.1525574e-07,3.096608,28.10352639668253,0.0,1.2646285,200.87502,0.8153652,287.80585,6.048091,28.10352639668253,0.34298027
205.29099,-3.1010814,1000,43.39844161821587,53.659405,21,412.4174,1.112813726766035,0.41414917,-0.30157578,20,3.9120230054281455,-1.3807648,1.245686,-0.20382771,6.754983545048162,-2.269151784596226,-3.911973,411.89444,11.391837720060721,0.00095911947,-3.5951874,0.8622661,23.862638909769238,3.911973,1699.2184297034983,1.0831637,1000,1.2858775,-3.9119723,1.0977945,21000,-10.0,3.8740826,1000.0,15.7116375,0.0,1000.0,54.1091,292.3131,-3.911973,7.1525574e-07,3.292387,-2.269151784596226,0.0,0.63431036,207.50015,0.619586,291.77628,6.176295,-2.269151784596226,0.36368093
196.66264,-3.1596956,1000,43.39844161821587,52.82832,22,410.3932,1.1142216415610164,0.8140921,-0.27794373,21,3.9120230054281455,-1.7583839,-0.5380378,-0.21373388,6.776842799503356,9.658177173639267,-3.911973,409.2444,414.4509497510735,0.0009569501,-4.3024635,1.0020734,23.25274761059934,3.9119725,1718.3718875877094,0.58942676,1000,1.2701287,-3.9119723,0.7803254,22000,-10.0,3.619066,1000.0,16.97839,0.0,1000.0,53.263485,299.09827,-3.911973,7.1525574e-07,3.2472763,9.658177173639267,0.0,0.78169876,198.79414,0.6646968,298.89243,6.5610857,9.658177173639267,0.42159045
213.46898,-3.2080355,1000,43.39844161821587,54.841114,23,426.25446,1.0444505556952208,0.5272504,-0.27717572,22,3.9120230054281455,-1.4571625,0.05848503,-0.18329549,6.55295477504842,-13.785008490928877,-3.911973,424.2837,11.26931527396664,0.00086955633,-3.6444638,0.91744226,-10.605272073888992,3.911973,1737.4629575153813,0.58871126,1000,1.2190166,-3.9119723,1.1351368,23000,-10.0,3.6482675,1000.0,18.983892,0.0,1000.0,55.23087,296.56714,-3.911973,7.1525574e-07,3.1929955,-13.785008490928877,0.0,0.76491684,213.03214,0.7189774,296.08682,6.6363044,-13.785008490928877,0.37774011
218.04,-3.1281614,1000,43.39844161821587,52.04252,24,431.2615,1.054891618900001,0.30122524,-0.3679457,23,3.9120230054281455,-1.4164252,-0.50547266,-0.20135072,6.536172175081447,9.768918164863353,-3.911973,431.93784,11.496183494804427,0.00081163435,-3.9575312,0.800856,38.47407328193387,3.9119487,1756.429157243343,0.5159747,1000,1.1478337,-3.9119723,-0.09832221,24000,-10.0,3.3905962,1000.0,16.993097,0.0,1000.0,52.42736,301.15997,-3.911973,7.1525574e-07,3.1429508,9.768918164863353,0.0,0.7537664,217.29742,0.7690222,301.57416,6.236745,9.768918164863353,0.36030605
214.86662,-3.1237197,1000,43.39844161821587,57.095097,25,449.01703,1.0799183896742761,0.50008225,-0.29185444,24,3.9120230054281455,-1.5253772,-0.23295593,-0.21745232,6.5254472298547626,-23.518100319903784,-3.911973,445.10797,11.370514765148982,0.00094209076,-4.295658,0.68593585,30.381578819846407,3.9119716,1775.3798868355807,0.41074085,1000,1.2740397,-3.9119723,-0.3425189,25000,-10.0,3.5128489,1000.0,18.524607,0.0,1000.0,57.602345,308.9223,-3.911973,7.1525574e-07,3.1308813,-23.518100319903784,0.0,0.84974945,216.07005,0.7810916,309.3818,6.545825,-23.518100319903784,0.35852402
225.81447,-3.210884,1000,43.39844161821587,53.810204,26,450.1891,1.0499299243092537,0.2805473,-0.34194875,25,3.9120230054281455,-1.8565496,0.6467385,-0.13908654,6.410467377863824,-22.78892917207507,-3.911973,448.39905,11.354067144915462,0.00076778076,-3.370236,0.8149994,7.8740900026051985,3.911973,1794.0702510857955,0.46000487,1000,1.1183383,-3.9119723,0.5744044,26000,-10.0,3.45085,1000.0,14.419622,0.0,1000.0,54.023693,307.1319,-3.911973,7.1525574e-07,3.1928992,-22.78892917207507,0.0,0.7422812,222.87848,0.71907353,307.26495,6.26553,-22.78892917207507,0.38549584
225.15851,-3.1612241,1000,43.39844161821587,56.632053,27,457.13467,1.081115587381646,0.4207948,-0.33962548,26,3.9120230054281455,-1.5944903,-2.0342722,-0.21561177,6.657905041705817,-13.958274271784823,-3.911973,455.30432,11.240320825017989,0.00081170985,-3.918388,0.7189363,12.572167224750455,3.911973,1813.3486599149182,1.0578842,1000,1.1590939,-3.9119723,-1.3897227,27000,-10.0,4.0370827,1000.0,17.796509,0.0,1000.0,56.861553,317.97827,-3.911973,7.1525574e-07,3.211104,-13.958274271784823,0.0,0.9907242,224.6268,0.700869,318.8299,6.661829,-13.958274271784823,0.34363735
213.16028,-3.2033243,1000,43.39844161821587,52.058876,28,452.0956,1.14249978819862,0.26742503,-0.3573817,27,3.9120230054281455,-1.8898621,-1.5097284,-0.23051329,6.814104824094102,-6.587035606048822,-3.911973,452.34418,11.524502522079274,0.00075524824,-3.2344298,1.0125114,12.976583540532177,3.911958,1832.6605864621233,0.75859845,1000,1.0776148,-3.9119723,0.7847355,28000,-10.0,3.796928,1000.0,16.515741,0.0,1000.0,52.291153,320.5163,-3.911973,7.1525574e-07,3.2438536,-6.587035606048822,0.0,0.93437916,212.69913,0.66811943,320.31192,6.8476243,-6.587035606048822,0.41034698
226.20549,-3.328092,1000,43.39844161821587,52.654312,29,447.3446,1.139256070367992,0.64560205,-0.3609513,28,3.9120230054281455,-1.3806206,0.59574723,-0.100890316,6.852920151781291,-23.862662610567398,-3.911973,447.02994,11.356307256035507,0.0006992065,-3.2247572,0.829771,13.364807117408342,3.9119718,1852.0764324455522,0.5387587,1000,1.0519143,-3.9119723,-0.6031064,29000,-10.0,4.005833,1000.0,13.9733925,0.0,1000.0,52.403393,310.2042,-3.911973,7.1525574e-07,3.2246902,-23.862662610567398,0.0,0.7348701,226.21326,0.68728244,310.7426,6.664899,-23.862662610567398,0.38913316
227.3001,-3.2488189,1000,43.39844161821587,58.811996,30,453.53757,1.1010486918967217,0.4391785,-0.3020899,29,3.9120230054281455,-1.641761,-3.2512312,-0.09490205,6.659314444288611,-9.48570622729924,-3.911973,453.47974,11.426978778094053,0.0007311052,-3.2685928,0.8305813,-15.317609419112811,3.911973,1871.1157851452008,0.44509417,1000,1.110943,-3.9119723,0.27941155,30000,-10.0,5.498693,1000.0,16.445738,0.0,1000.0,58.716854,319.49924,-3.911973,7.1525574e-07,3.1598668,-9.48570622729924,0.0,1.0301106,228.56909,0.7521062,319.64276,6.3494034,-9.48570622729924,0.3574226
227.30754,-3.2852156,1000,43.39844161821587,59.973503,31,449.54507,1.0478550919797271,0.39053148,-0.3483609,30,3.9120230054281455,-1.5481687,-2.6444235,-0.102367565,6.65285227028653,23.33229203508059,-3.911973,446.96252,11.279104677028954,0.00063797104,-3.1891644,0.82963276,2.9243750080800672,3.911973,2300.5177075120155,0.25783598,1000,0.987142,-3.9119723,-0.16477494,31000,-10.0,3.8100464,1000.0,14.249765,0.0,1000.0,60.13994,322.53503,-3.911973,7.1525574e-07,3.0111716,23.33229203508059,0.0,1.1215863,227.97731,0.90080136,322.99188,6.2575865,23.33229203508059,0.41189593
236.79973,-3.1811945,1000,45.301003550126076,52.866737,32,456.3505,1.0950319340918213,0.36293626,-0.44045267,31,3.9120230054281455,-1.7525877,0.70348716,-0.12994781,6.770830889930949,32.20084315561355,-3.911973,457.779,421.70375928189605,0.00062038697,-3.1319869,0.5473191,45.301003550126076,3.9119706,2319.851252031047,0.55023205,1000,0.9285599,-3.9119723,0.17777264,32000,-10.0,3.2886138,1000.0,17.197273,0.0,1000.0,53.009808,332.01178,-3.911973,7.1525574e-07,3.3218808,32.20084315561355,0.0,0.7360102,236.51819,0.5900918,332.159,6.529332,32.20084315561355,0.40946987
216.0719,-3.2778697,1000,45.301003550126076,51.111725,33,448.2648,1.0974465899635106,0.53149986,-0.35233104,32,3.9120230054281455,-1.5526589,0.43798113,-0.100229755,6.764243561541662,-14.128056097087132,-3.911973,449.42355,11.468200126895681,0.00083511695,-4.6425505,0.4455791,21.73901452543447,3.9081147,2338.9616878596134,0.6974977,1000,1.185499,-3.9119723,-0.29364803,33000,-10.0,4.0212417,1000.0,14.462244,0.0,1000.0,51.411453,316.93808,-3.911973,7.1525574e-07,3.063358,-14.128056097087132,0.0,0.8576159,219.39214,0.84861505,317.27435,6.645728,-14.128056097087132,0.36144564
207.53319,-3.4172416,1000,45.301003550126076,55.572628,34,442.0891,1.0839002265129238,0.6246431,-0.33468774,33,3.9120230054281455,-1.6230466,-2.6428728,0.029366234,6.701944719767198,-8.736514829234011,-3.911973,440.54358,11.246985235949978,0.0007322087,-4.5927258,0.5087526,3.7890317510301736,3.9119723,2358.096627630526,0.43536782,1000,1.108719,-3.9119723,-0.40355498,34000,-10.0,3.1090846,1000.0,13.913467,0.0,1000.0,55.749718,320.74426,-3.911973,7.1525574e-07,3.1144805,-8.736514829234011,0.0,0.92098105,211.00394,0.7974924,321.37018,6.436329,-8.736514829234011,0.3496876
193.42358,-3.3455465,1000,45.301003550126076,55.27776,35,450.8051,1.0650883484631777,0.58020484,-0.36039793,34,3.9120230054281455,-1.6957325,0.22045112,-0.015445508,6.650396893033758,-4.9945224420376535,-3.911973,451.557,11.352906546089798,0.000693833,-3.4979534,0.9730063,7.2047105143612775,3.911973,2377.259011330083,1.060267,1000,1.0448389,-3.9119723,-0.54888266,35000,-10.0,3.2885118,1000.0,19.868761,0.0,1000.0,55.502487,325.08762,-3.911973,7.1525574e-07,3.205747,-4.9945224420376535,0.0,0.7617373,193.41971,0.7062261,325.85168,6.717043,-4.9945224420376535,0.40724972
237.47247,-3.3149502,1000,45.301003550126076,43.036484,36,443.70737,1.032263421220705,0.84452915,-0.42955565,35,3.9120230054281455,-1.9725263,-2.6049747,-0.09239741,6.492257973877713,-8.517537163110767,-3.911973,443.37363,11.450106502976269,0.00081158034,-3.3504047,0.39173013,7.074020096382423,3.911913,2396.135588265024,0.6645926,1000,1.115429,-3.9119723,0.52006155,36000,-10.0,4.7054925,1000.0,16.595108,0.0,1000.0,42.8552,316.9431,-3.911973,7.1525574e-07,3.0183337,-8.517537163110767,0.0,0.9722079,236.5368,0.89363915,316.8755,6.1404896,-8.517537163110767,0.43118843
173.50464,-3.328775,1000,45.301003550126076,51.741093,37,445.4847,1.012043567141518,1.0677805,-0.35007,36,3.9120230054281455,-1.6519021,-8.677516,-0.16755745,6.408315064618364,1.2154759775470199,-3.911973,446.63116,11.349061316810548,0.0007226377,-4.6224704,0.8063606,-12.616223282393761,3.911965,2415.014792080736,0.66835153,1000,1.059694,-3.9119723,0.43744594,37000,-10.0,3.296074,1000.0,18.57489,0.0,1000.0,51.94201,319.8244,-3.911973,7.1525574e-07,2.9598234,1.2154759775470199,0.0,1.3678908,178.09674,0.9521496,319.87836,6.593107,1.2154759775470199,0.4143662
181.23013,-3.3089128,1000,45.301003550126076,51.766598,38,452.90213,1.046479393960908,0.5540136,-0.3905369,37,3.9120230054281455,-1.745311,-1.0496483,-0.14605796,6.5688935306388885,53.135736735307404,-3.911973,451.51755,11.461814548121765,0.00068390823,-4.320489,0.78518844,-2.705091184101467,3.9110858,2434.0709753402043,0.78461003,1000,1.0131754,-3.9119723,-0.12300208,38000,-10.0,4.0608573,1000.0,16.388641,0.0,1000.0,52.37496,321.62067,-3.911973,7.1525574e-07,2.9273252,53.135736735307404,0.0,0.97128373,181.76129,0.98464775,321.92715,6.3288827,53.135736735307404,0.4091944
183.09409,-3.2434702,1000,45.301003550126076,55.724007,39,444.40906,1.0849912737030536,0.40641943,-0.3847856,38,3.9120230054281455,-2.169371,-2.5311766,-0.17844535,6.69398172898218,6.283772768059657,-3.911973,444.41724,11.44923186302185,0.000747583,-3.2448902,1.3580221,-3.034554789173633,3.9118884,2453.358650587965,0.98713344,1000,1.0617245,-3.9119723,-0.5036776,39000,-10.0,2.9954739,1000.0,16.20408,0.0,1000.0,55.762093,320.28336,-3.911973,7.1525574e-07,3.0701895,6.283772768059657,0.0,1.0139819,182.55582,0.8417835,320.7507,6.2486615,6.283772768059657,0.43359467
189.62288,-3.4340928,1000,45.301003550126076,51.844086,40,447.00177,1.0779912050347775,0.49118662,-0.4060935,39,3.9120230054281455,-1.9102417,-0.6783352,-0.14105594,6.643900022609159,13.103152417987769,-3.911973,445.15768,11.499532158952206,0.00069601624,-3.7978199,0.9805938,10.947594545061639,3.9111996,2472.3480562826153,0.54708076,1000,1.01201,-3.9119723,-0.6243307,40000,-10.0,2.8049002,1000.0,14.116772,0.0,1000.0,51.972946,319.70465,-3.911973,7.1525574e-07,3.0902905,13.103152417987769,0.0,0.8784327,187.6771,0.8216826,320.38025,6.3814764,13.103152417987769,0.42785463
140.93126,-3.3724182,1000,45.301003550126076,62.90891,41,482.37152,1.0714738979004323,0.36685103,-0.42332846,40,3.9120230054281455,-1.7466584,-4.982218,-0.10485472,6.665473768254742,-64.72246485131267,-3.911973,485.9874,11.268616546876729,0.0006742939,-3.1920416,0.38506216,39.550834657680745,3.911958,2894.6792196999304,0.89389855,1000,1.0052868,-3.9119723,-0.024237983,41000,-10.0,3.538636,1000.0,18.240702,0.0,1000.0,63.098248,334.16443,-3.911973,7.1525574e-07,3.1598334,-64.72246485131267,0.0,1.067357,135.71788,0.7521397,334.39838,6.3902473,-64.72246485131267,0.38442752
