vf-min,gmm-log-w-mean,best_single_option_policy/episode-length-max,max-path-return,qf-std,episodes,vf-max,time-sample,bellman-error,gmm-log-sigs-mean,epoch,z-entropy,gmm-log-sigs-min,discriminator_reward-min,gmm-mus-mean,time-train,best_single_option_policy/return-average,log_p_z-max,qf-max,time-eval,policy-reg-loss,gmm-mus-min,gmm-log-sigs-max,last-path-return,discriminator_reward-max,time-total,vf-loss,best_single_option_policy/episode-length-min,gmm-mus-std,log_p_z-avg,kl-surrogate-loss,pool-size,gmm-log-w-min,gmm-mus-max,path-length,gmm-log-w-max,best_single_option_policy/return-std,best_single_option_policy/episode-length-avg,vf-std,qf-avg,log_p_z-min,log_p_z-std,discriminator_reward-avg,best_single_option_policy/return-max,best_single_option_policy/episode-length-std,discriminator_reward-std,qf-min,discriminator-loss,vf-avg,gmm-log-w-std,best_single_option_policy/return-min,gmm-log-sigs-std
290.69598,-3.0203576,1000,57.72579067559702,26.197918,863,481.7661,0.9987271465361118,0.3050722,-0.49517608,862,3.9120230054281455,-2.425331,-1.8588114,-0.02070364,6.739878200227395,26.649619068917744,-3.911973,482.15228,11.55747222690843,0.0005824376,-4.8430386,1.0055015,-5.064365839047301,3.911973,52838.158391840756,0.26716334,1000,0.8369306,-3.9119723,-0.035721596,863000,-10.0,2.8120902,1000.0,13.188709,0.0,1000.0,25.991856,383.99658,-3.911973,7.1525574e-07,3.4081407,26.649619068917744,0.0,0.991443,286.16254,0.5038323,384.25024,5.2453337,26.649619068917744,0.46775475
322.16226,-3.0010808,1000,57.72579067559702,23.820877,864,463.89743,0.977821548236534,0.4396925,-0.4678763,863,3.9120230054281455,-2.2551212,-2.788062,0.02171763,6.607734746998176,26.047351020377285,-3.911973,465.18698,11.346700879046693,0.00059683714,-5.1109858,0.6286266,-13.653509128489919,3.9119709,52857.21718260995,0.3460855,1000,0.8715023,-3.9119723,0.14089152,864000,-10.0,3.0108764,1000.0,10.829676,0.0,1000.0,23.491459,381.39035,-3.911973,7.1525574e-07,3.3087091,26.047351020377285,0.0,1.2002199,321.30292,0.60326374,381.85736,5.1494937,26.047351020377285,0.46344164
279.5469,-3.0279398,1000,57.72579067559702,22.702654,865,422.47766,1.006310798227787,0.45771235,-0.48564592,864,3.9120230054281455,-2.2236238,-3.1554327,-0.0126797035,6.610797954024747,25.209862207605372,-3.911973,421.821,11.476688673952594,0.000501499,-3.727443,0.7209312,-10.04915102734008,3.9119723,52876.32569093327,0.6206783,1000,0.73906153,-3.9119723,0.76298755,865000,-10.0,2.6617188,1000.0,9.648222,0.0,1000.0,22.816614,377.44147,-3.911973,7.1525574e-07,3.4499161,25.209862207605372,0.0,0.9627145,279.56506,0.46205705,377.12445,5.1567755,25.209862207605372,0.46986502
290.04724,-2.8962007,1000,57.72579067559702,25.700497,866,450.53238,0.9986727628856897,0.37700427,-0.49000221,865,3.9120230054281455,-2.367737,0.5134094,0.008719116,6.663031023927033,24.211274425195455,-3.911973,447.37637,11.506983001949266,0.0005636821,-4.850089,0.5523373,1.6588397052141441,3.9119496,52895.525418791454,0.37046057,1000,0.816394,-3.9119723,0.24031414,866000,-10.0,2.9578133,1000.0,10.947874,0.0,1000.0,25.688015,377.74792,-3.911973,7.1525574e-07,3.486969,24.211274425195455,0.0,0.7344269,287.6633,0.42500395,377.80115,5.1727405,24.211274425195455,0.46977305
286.06036,-2.9804902,1000,57.72579067559702,23.58116,867,509.7859,0.964098212774843,0.27243918,-0.5073755,866,3.9120230054281455,-2.26518,0.98701334,-0.026132751,6.489465416409075,24.621405315337096,-3.911973,510.7651,11.551039415877312,0.00050801306,-4.4081597,0.8185776,-10.74271431155705,3.9119072,52914.40321684186,0.44718584,1000,0.7393287,-3.9119723,-0.11747772,867000,-10.0,3.8150234,1000.0,20.722473,0.0,1000.0,23.533995,380.66968,-3.911973,7.1525574e-07,3.5906696,24.621405315337096,0.0,0.5885956,285.77762,0.32130355,381.024,5.3217077,24.621405315337096,0.45968077
285.29306,-2.9032795,1000,57.72579067559702,35.732838,868,646.46387,1.009616506518796,0.28486204,-0.5044683,867,3.9120230054281455,-2.3038626,-0.96618557,-0.066624895,6.560461513930932,24.533852602992035,-3.911973,649.10944,11.445081508019939,0.00058113784,-7.925554,1.673946,1.9146989133158343,3.9119716,52933.72529204935,0.34073728,1000,0.83031493,-3.9119723,0.09377766,868000,-10.0,3.7602303,1000.0,19.76368,0.0,1000.0,35.74312,383.44073,-3.911973,7.1525574e-07,3.5866184,24.533852602992035,0.0,0.68997175,286.76654,0.32535443,383.70242,5.0941167,24.533852602992035,0.4625209
323.0875,-2.8980289,1000,57.72579067559702,26.955257,869,507.1522,0.990031870547682,0.46966413,-0.49948147,868,3.9120230054281455,-2.3128757,0.0022499561,-0.034026448,6.578606494702399,24.895111689551772,-3.911973,506.41818,11.745668424060568,0.00064793375,-5.4104075,1.2255738,20.066716520454783,3.911973,52952.78295288165,0.6248685,1000,0.88607377,-3.9119723,0.39762938,869000,-10.0,4.7238197,1000.0,12.607183,0.0,1000.0,27.022898,383.01727,-3.911973,7.1525574e-07,3.5263531,24.895111689551772,0.0,0.7800718,323.6825,0.38561988,382.99036,5.2020993,24.895111689551772,0.5100011
301.88123,-2.9141908,1000,57.72579067559702,30.72251,870,598.1124,0.9786623662803322,0.36870563,-0.4915599,869,3.9120230054281455,-2.293076,-0.98121214,-0.08680111,6.483612534357235,26.008100392185053,-3.911973,593.5699,11.502842172980309,0.00060294196,-5.4323516,0.48799574,26.336670478885427,3.911973,52971.881508925,0.4782979,1000,0.8580578,-3.9119723,-0.5317443,870000,-10.0,3.6683476,1000.0,14.1859665,0.0,1000.0,30.990562,386.32977,-3.911973,7.1525574e-07,3.4178355,26.008100392185053,0.0,0.95672584,300.88205,0.4941376,386.80896,5.3081,26.008100392185053,0.46952626
323.3335,-2.8715763,1000,57.72579067559702,31.249176,871,634.22284,0.9909454821608961,0.45640975,-0.44891,870,3.9120230054281455,-2.1597111,-0.4101858,-0.021819292,6.683430717792362,34.11310156775253,-3.911973,627.2001,11.637549476930872,0.000542731,-4.9283967,0.9469667,-11.780771463198146,3.911973,53491.90467442502,0.7100346,1000,0.8299029,-3.9119723,-1.2080419,871000,-10.0,2.6862001,1000.0,14.462227,0.0,1000.0,31.56046,384.90942,-3.911973,7.1525574e-07,3.5769491,34.11310156775253,0.0,0.68591195,320.2966,0.33502364,385.81354,5.1614857,34.11310156775253,0.4412788
277.78827,-2.9024236,1000,57.72579067559702,28.549152,872,531.05444,0.9480821767356247,0.34979987,-0.44090974,871,3.9120230054281455,-2.33226,-0.7259965,-0.058440737,6.472975946031511,26.4310381676656,-3.911973,526.51917,512.3560808349866,0.00053739187,-4.2697754,1.9393554,-2.125715772451965,3.911973,53510.78774561011,0.68024814,1000,0.81969845,-3.9119723,0.6158495,872000,-10.0,4.033077,1000.0,14.497688,0.0,1000.0,29.008263,382.03168,-3.911973,7.1525574e-07,3.520731,26.4310381676656,0.0,0.75214905,277.34714,0.39124212,381.96725,5.187475,26.4310381676656,0.4528371
284.98022,-3.0396268,1000,57.72579067559702,28.168085,873,504.50784,0.9867383390665054,0.46642053,-0.48045954,872,3.9120230054281455,-2.39077,-0.30747747,-0.029840443,6.692168738692999,49.16098850646394,-3.911973,501.806,11.472578848013654,0.0005890244,-3.6114976,0.66249263,-11.841987274041113,3.911973,53529.946726169204,0.35983875,1000,0.84886014,-3.9119723,-0.06470578,873000,-10.0,4.5620866,1000.0,10.101181,0.0,1000.0,28.052368,380.50964,-3.911973,7.1525574e-07,3.4724922,49.16098850646394,0.0,0.78883547,282.19547,0.43948072,380.79736,5.212326,49.16098850646394,0.47513524
284.22086,-2.998162,1000,57.72579067559702,26.618395,874,490.3978,0.9666332346387208,0.39445108,-0.4917509,873,3.9120230054281455,-2.4798222,-0.9504185,0.05620852,6.613087177276611,30.371357646440256,-3.911973,492.46072,11.4980303728953,0.0005365411,-2.8750129,0.6941054,29.434914344472435,3.911973,53548.7797796526,0.41783518,1000,0.782264,-3.9119723,0.08334085,874000,-10.0,3.4634237,1000.0,9.243691,0.0,1000.0,26.407595,379.81024,-3.911973,7.1525574e-07,3.4311614,30.371357646440256,0.0,0.85125977,283.66647,0.48081186,380.11243,5.1566696,30.371357646440256,0.4649374
320.0202,-3.0335512,1000,57.72579067559702,19.723286,875,425.09616,1.0083810274954885,0.55861145,-0.5015664,874,3.9120230054281455,-2.710416,-6.2661123,-0.013289574,6.625295176403597,29.078421326495494,-3.911973,426.24078,11.258637174963951,0.0005549753,-3.7903075,0.81248164,25.864890003698385,3.911973,53567.88362831669,0.35758847,1000,0.79060066,-3.9119723,0.29989702,875000,-10.0,4.3716674,1000.0,10.490149,0.0,1000.0,19.435493,381.37836,-3.911973,7.1525574e-07,3.4000692,29.078421326495494,0.0,1.2663975,319.25623,0.5119038,381.26923,5.276658,29.078421326495494,0.4828621
297.8282,-2.973536,1000,57.72579067559702,30.60908,876,589.7367,0.9878515952732414,0.5843018,-0.49837172,875,3.9120230054281455,-3.7777154,-2.8712611,0.08756988,6.611155730905011,30.38237192462375,-3.911973,582.9621,11.482272231020033,0.00065074675,-7.871866,2.0,-12.155246985180188,3.911973,53587.11432542582,0.6446103,1000,0.8941063,-3.9119723,-0.7173761,876000,-10.0,6.3253636,1000.0,17.996819,0.0,1000.0,30.78736,379.48087,-3.911973,7.1525574e-07,3.3598533,30.38237192462375,0.0,1.0706266,295.60022,0.55211955,380.6025,5.3135843,30.38237192462375,0.49600855
317.3413,-3.0451841,1000,57.72579067559702,21.867212,877,455.7651,0.9719824944622815,0.3100862,-0.49878362,876,3.9120230054281455,-2.1886067,-0.19913578,0.09438208,6.530653226654977,38.44817017278367,-3.911973,456.36383,11.644772411091253,0.0005765699,-6.311075,1.025146,8.4888689906795,3.911965,53606.3418551872,0.29286888,1000,0.81655324,-3.9119723,0.51799846,877000,-10.0,3.294311,1000.0,11.662744,0.0,1000.0,21.688704,382.21542,-3.911973,7.1525574e-07,3.477545,38.44817017278367,0.0,0.79655385,316.20938,0.43442792,382.21667,5.1974373,38.44817017278367,0.47821298
289.12158,-2.8769789,1000,57.72579067559702,22.968468,878,433.07147,0.9702811741735786,0.37851238,-0.48638195,877,3.9120230054281455,-2.115018,-1.3281507,0.087710015,6.594963100971654,50.16449093514382,-3.911973,432.78073,11.746788152959198,0.0005410694,-2.7291353,0.58767647,-6.965772614919109,3.911924,53625.48675127374,0.44069815,1000,0.79816365,-3.9119723,0.09054243,878000,-10.0,3.177568,1000.0,12.041288,0.0,1000.0,22.71136,379.01868,-3.911973,7.1525574e-07,3.4935324,50.16449093514382,0.0,0.7859097,284.7649,0.41844052,379.2451,5.096762,50.16449093514382,0.44812208
279.58682,-3.0107281,1000,57.72579067559702,26.467958,879,438.21222,0.9729637070558965,0.4241918,-0.46891817,878,3.9120230054281455,-2.2039006,-2.5953512,0.021730434,6.5491664165165275,23.459241240341893,-3.911973,439.3878,11.572502281051129,0.0005546425,-3.1400862,0.7715531,-15.648791304212907,3.9119682,53644.54421871598,0.4465836,1000,0.8196705,-3.9119723,0.58558893,879000,-10.0,3.5288224,1000.0,11.101695,0.0,1000.0,26.351482,376.56226,-3.911973,7.1525574e-07,3.38348,23.459241240341893,0.0,0.9944168,279.8474,0.528493,376.59277,5.2685194,23.459241240341893,0.46590665
291.1971,-2.9319673,1000,57.72579067559702,36.16591,880,645.52795,0.9826581827364862,0.30820072,-0.48305276,879,3.9120230054281455,-2.7886693,-1.1956315,0.07499351,6.589517585001886,38.39107756388927,-3.911973,639.51746,11.541900243842974,0.0006548193,-7.823108,0.86970544,29.516108044785618,3.911973,53663.709523506,0.53234947,1000,0.9226056,-3.9119723,-0.5591867,880000,-10.0,4.6062136,1000.0,14.909735,0.0,1000.0,36.94819,383.98746,-3.911973,7.1525574e-07,3.466229,38.39107756388927,0.0,0.7940461,290.02206,0.44574404,384.8398,5.247086,38.39107756388927,0.4684798
324.0107,-3.0545702,1000,57.72579067559702,24.2488,881,496.74313,0.9655539349187165,0.30894312,-0.5094472,880,3.9120230054281455,-2.1958408,-2.8096213,0.0625184,6.6226773948874325,32.453367691404,-3.911973,495.11603,11.606089818058535,0.00057155266,-3.8013384,0.46205568,13.481329026846554,3.911973,54188.329181946116,0.2920524,1000,0.81727487,-3.9119723,-0.4149384,881000,-10.0,3.3637447,1000.0,13.600099,0.0,1000.0,24.27009,380.5769,-3.911973,7.1525574e-07,3.377797,32.453367691404,0.0,1.0096649,324.35934,0.5341762,381.39142,5.3196583,32.453367691404,0.46013278
278.30737,-2.9614677,1000,57.72579067559702,28.08389,882,497.3587,0.9694458341691643,0.25957584,-0.5028639,881,3.9120230054281455,-2.2340136,0.020177364,0.03141728,6.516939498251304,49.880087789508444,-3.911973,497.3126,517.035441721091,0.0005931992,-6.41216,1.4902115,-3.403822171879753,3.9119503,54207.29790549516,0.3574591,1000,0.8473075,-3.9119723,0.3818317,882000,-10.0,5.736279,1000.0,23.345821,0.0,1000.0,28.115194,380.10907,-3.911973,7.1525574e-07,3.3909898,49.880087789508444,0.0,0.8524976,279.3151,0.5209832,380.18127,5.283785,49.880087789508444,0.46325934
310.39166,-2.8479738,1000,57.72579067559702,23.927332,883,450.33823,0.9929968938231468,0.8290379,-0.48659134,882,3.9120230054281455,-2.3151603,-3.333828,-0.027505115,6.669853628613055,48.927904919519726,-3.911973,447.5195,11.499989105854183,0.000567798,-6.1961246,1.4579225,7.505846355633069,3.911973,54226.492305718595,0.48589632,1000,0.8270432,-3.9119723,0.2033574,883000,-10.0,4.538061,1000.0,24.644432,0.0,1000.0,23.927156,381.9367,-3.911973,7.1525574e-07,3.4584196,48.927904919519726,0.0,1.1026239,308.1385,0.45355338,382.09515,5.309711,48.927904919519726,0.46267492
320.1216,-2.9174695,1000,57.72579067559702,26.460459,884,494.8688,0.9939622380770743,0.4377677,-0.48856115,883,3.9120230054281455,-2.3857098,-4.960682,0.05074985,6.614298596046865,38.53813657932036,-3.911973,492.8207,11.52503279899247,0.0005732594,-5.2599006,0.8749717,29.881904278489433,3.911971,54245.828334668186,0.26184607,1000,0.82094926,-3.9119723,-0.46010864,884000,-10.0,3.2657444,1000.0,12.376675,0.0,1000.0,26.380219,380.39453,-3.911973,7.1525574e-07,3.4476953,38.53813657932036,0.0,1.1348226,319.3765,0.4642776,380.93082,5.245817,38.53813657932036,0.4809299
300.0243,-3.0006685,1000,57.72579067559702,36.964664,885,643.49164,0.9746376322582364,0.49248248,-0.4695868,884,3.9120230054281455,-2.4242811,-1.1087484,0.03366955,6.6690772890578955,20.509840051238417,-3.911973,645.0135,11.746183682931587,0.00063628005,-5.447096,0.8150548,-6.575844894544501,3.911973,54264.82592267636,0.5566584,1000,0.9095987,-3.9119723,-0.40123004,885000,-10.0,4.0721993,1000.0,14.680652,0.0,1000.0,36.887356,385.07178,-3.911973,7.1525574e-07,3.4952283,20.509840051238417,0.0,0.79160607,299.37003,0.41674507,385.8452,5.4325714,20.509840051238417,0.4728054
327.22433,-2.8141522,1000,57.72579067559702,20.193535,886,448.02014,0.9585775833111256,0.49598715,-0.48062974,885,3.9120230054281455,-2.219306,-1.2044353,-0.026221827,6.44360376172699,32.62500036284724,-3.911973,447.27667,11.352386699058115,0.00053734245,-4.233444,0.683803,-3.1628507635431933,3.911968,54283.73363447655,0.2956854,1000,0.7999579,-3.9119723,0.13034567,886000,-10.0,2.940931,1000.0,12.019139,0.0,1000.0,20.348276,381.49448,-3.911973,7.1525574e-07,3.4077356,32.62500036284724,0.0,0.92525846,328.53336,0.5042374,381.6516,4.998403,32.62500036284724,0.4506213
267.94427,-2.8848598,1000,57.72579067559702,23.859835,887,428.89954,0.9924189695157111,0.20757517,-0.49003267,886,3.9120230054281455,-2.1729364,-0.12165165,0.040962413,6.652030511526391,49.421931951040946,-3.911973,428.27484,11.520765381166711,0.0004944811,-3.0360568,0.8350882,-12.28060254099133,3.91194,54302.86506321281,0.25603753,1000,0.74531907,-3.9119723,-0.042524893,887000,-10.0,3.8031154,1000.0,11.916027,0.0,1000.0,23.774315,378.72318,-3.911973,7.1525574e-07,3.531805,49.421931951040946,0.0,0.7605373,266.9958,0.3801682,379.0315,4.999778,49.421931951040946,0.43778044
283.19962,-2.956149,1000,57.72579067559702,28.349277,888,459.08044,1.0086700739338994,0.2516549,-0.4417882,887,3.9120230054281455,-1.9154971,-0.94805,0.021371214,6.817617996362969,49.91468506765281,-3.911973,459.3017,11.496254418045282,0.000497681,-2.782327,0.8590584,4.69350597482149,3.911953,54322.205911072204,0.508584,1000,0.7966064,-3.9119723,1.0350225,888000,-10.0,2.6278071,1000.0,10.770665,0.0,1000.0,28.317541,379.7198,-3.911973,7.1525574e-07,3.4360766,49.91468506765281,0.0,0.9432383,282.76526,0.47589612,379.45306,4.9765143,49.91468506765281,0.40638238
289.1903,-2.895575,1000,57.72579067559702,26.127165,889,472.34967,0.9891657361295074,0.35941905,-0.43718323,888,3.9120230054281455,-2.3400397,-0.6160402,-0.021287339,6.72685301466845,34.35710260922493,-3.911973,470.4432,11.526213280158117,0.00052914204,-4.19298,1.0991836,-7.61767129930269,3.911972,54341.44760748558,0.33003312,1000,0.8271111,-3.9119723,0.096020624,889000,-10.0,2.9519274,1000.0,12.944875,0.0,1000.0,26.06342,382.5622,-3.911973,7.1525574e-07,3.4573977,34.35710260922493,0.0,0.82504743,287.69077,0.45457545,382.824,5.145802,34.35710260922493,0.42730442
302.05667,-2.9115922,1000,57.72579067559702,25.11904,890,438.74173,0.9504748643375933,0.35686955,-0.48338944,889,3.9120230054281455,-2.329522,-1.7091355,0.01912106,6.469283167505637,30.409426665174884,-3.911973,436.95105,11.52727878303267,0.00048492194,-3.3500106,0.77839047,-4.483139372398111,3.911973,54360.28940032888,0.553858,1000,0.7282914,-3.9119723,0.54244244,890000,-10.0,2.3199792,1000.0,13.657729,0.0,1000.0,24.943476,378.4013,-3.911973,7.1525574e-07,3.4518254,30.409426665174884,0.0,0.9525583,302.648,0.46014762,378.26837,5.105882,30.409426665174884,0.45321587
311.04337,-2.942555,1000,57.72579067559702,21.945047,891,521.3617,0.9753688257187605,0.6299237,-0.4919372,890,3.9120230054281455,-2.4904816,-3.4790163,0.04828657,6.686143561732024,36.783248831801515,-3.911973,522.65106,11.431808908935636,0.00058465626,-5.135694,0.9060443,7.665209043478438,3.9119728,54874.146934346296,0.58794796,1000,0.8376616,-3.9119723,-0.1386783,891000,-10.0,3.1808016,1000.0,14.02105,0.0,1000.0,21.87226,381.49213,-3.911973,7.1525574e-07,3.4152436,36.783248831801515,0.0,0.96508116,311.992,0.4967295,381.97894,5.2306695,36.783248831801515,0.47254813
309.38327,-3.04839,1000,57.72579067559702,24.038864,892,432.19675,0.9739539285656065,0.46320933,-0.50616217,891,3.9120230054281455,-2.3489208,-5.3859987,0.003225156,6.553742446936667,46.175122908516244,-3.911973,431.36304,506.1989127579145,0.0006121681,-6.6638083,0.53361136,8.432436725606511,3.9119585,54893.32134362869,0.3513769,1000,0.85971147,-3.9119723,-0.49646947,892000,-10.0,3.506343,1000.0,13.910051,0.0,1000.0,24.121271,382.41095,-3.911973,7.1525574e-07,3.443552,46.175122908516244,0.0,1.1093898,308.55392,0.4684209,382.94647,5.288918,46.175122908516244,0.47856227
320.9602,-2.9024467,1000,57.72579067559702,24.085672,893,459.7015,0.9810367661993951,0.3086049,-0.48213696,892,3.9120230054281455,-2.347177,-0.21702814,0.006528506,6.710106101818383,33.56665767289347,-3.911973,458.21188,11.660042067058384,0.00048343252,-2.7600024,1.2943249,-9.096596350772066,3.9119372,54912.775161989965,0.4938196,1000,0.6961124,-3.9119723,-0.45723253,893000,-10.0,2.7061067,1000.0,15.944935,0.0,1000.0,23.909327,379.22165,-3.911973,7.1525574e-07,3.5650623,33.56665767289347,0.0,0.69481903,319.22946,0.34691066,379.91754,5.1110806,33.56665767289347,0.49979386
313.29132,-2.9528008,1000,57.72579067559702,21.454275,894,446.93088,1.0199296588543802,0.34399465,-0.4805472,893,3.9120230054281455,-2.166585,-2.1739593,0.027312793,6.727520542219281,33.593821302813545,-3.911973,443.17407,11.777408848982304,0.00057652383,-3.474807,1.0512679,13.294758462476448,3.9119644,54932.06375716184,0.40142763,1000,0.841075,-3.9119723,-0.22662078,894000,-10.0,3.1689682,1000.0,12.644135,0.0,1000.0,21.670446,380.84863,-3.911973,7.1525574e-07,3.29783,33.593821302813545,0.0,1.0610578,314.30304,0.6141428,381.36963,5.1470804,33.593821302813545,0.46256772
319.14944,-2.832892,1000,57.72579067559702,21.111185,895,444.98495,1.0762345839757472,0.3568767,-0.4840477,894,3.9120230054281455,-2.291142,-1.0512018,-0.04240856,6.79650252731517,47.71283664378117,-3.911973,445.9294,11.544193841982633,0.0005308104,-4.954395,0.49163193,-7.223183130107933,3.9119523,54951.51539778034,0.5158402,1000,0.7923895,-3.9119723,0.4933892,895000,-10.0,2.1524959,1000.0,12.504141,0.0,1000.0,20.922195,384.27554,-3.911973,7.1525574e-07,3.4723666,47.71283664378117,0.0,0.8125053,319.19156,0.4396065,384.23615,5.0161805,47.71283664378117,0.44456613
291.28778,-2.9249718,1000,57.72579067559702,21.94281,896,453.36337,0.9781959529500455,0.6265089,-0.48576927,895,3.9120230054281455,-2.4323328,-3.1555047,0.023247143,6.655281089479104,18.495565343203115,-3.911973,452.84244,11.588592799147591,0.00053666695,-3.247048,0.53794265,-12.064302852814125,3.9119675,54970.66893327772,0.70262027,1000,0.7725058,-3.9119723,0.5223976,896000,-10.0,3.614146,1000.0,10.090451,0.0,1000.0,21.936937,382.28522,-3.911973,7.1525574e-07,3.4709053,18.495565343203115,0.0,0.96369696,292.62698,0.44106773,381.95706,5.033551,18.495565343203115,0.48995534
289.8723,-2.9838614,1000,57.72579067559702,24.765963,897,435.27124,1.0084882280789316,0.3759669,-0.4828645,896,3.9120230054281455,-2.3510478,-0.6215801,0.007610973,6.74478925880976,35.59803981257807,-3.911973,435.42712,11.523621442960575,0.0005654338,-5.2699337,1.4469616,-12.009714870800687,3.911971,54990.02526659239,0.7486017,1000,0.81703633,-3.9119723,-1.1499166,897000,-10.0,2.8604155,1000.0,16.465458,0.0,1000.0,24.619616,378.37463,-3.911973,7.1525574e-07,3.5098433,35.59803981257807,0.0,0.80686206,284.7083,0.4021299,379.35596,5.4519854,35.59803981257807,0.47969067
305.29367,-2.9771924,1000,57.72579067559702,20.997574,898,426.86005,0.9808460483327508,0.2737099,-0.45017457,897,3.9120230054281455,-2.2331524,-0.7588339,-0.04093553,6.695291102165356,28.464057508185796,-3.911973,426.2779,11.610638184007257,0.0005659226,-3.6406322,1.0432252,15.624755642873364,3.9119236,55009.26491929591,0.23892346,1000,0.8338437,-3.9119723,0.412713,898000,-10.0,3.0377216,1000.0,10.053212,0.0,1000.0,20.97589,379.06204,-3.911973,7.1525574e-07,3.3902068,28.464057508185796,0.0,0.9404646,305.39307,0.52176625,379.16614,5.1179705,28.464057508185796,0.48188904
288.54086,-2.9521825,1000,57.72579067559702,20.04388,899,461.97977,1.017902563791722,0.22161561,-0.4710907,898,3.9120230054281455,-2.3693671,0.023787975,0.04756876,6.816099488642067,41.613889062876176,-3.911973,461.10083,11.571321269962937,0.00052176096,-3.0687354,1.354039,15.20081320111104,3.9118352,55028.565600300906,0.22354157,1000,0.7651266,-3.9119723,0.14048932,899000,-10.0,4.9525914,1000.0,12.576223,0.0,1000.0,20.046751,382.40234,-3.911973,7.1525574e-07,3.577174,41.613889062876176,0.0,0.6378846,287.5316,0.33479908,382.6031,5.1577764,41.613889062876176,0.48364654
292.00873,-2.9452004,1000,57.72579067559702,25.474083,900,472.20535,0.9828799094539136,0.33792526,-0.46687943,899,3.9120230054281455,-2.200894,0.32586646,0.040994573,6.616043445887044,47.411810020231115,-3.911973,469.71283,11.474003076786175,0.0005529162,-5.3062887,0.703264,-4.994936118057109,3.9119568,55047.709345094394,0.34851933,1000,0.81132364,-3.9119723,0.10489156,900000,-10.0,3.2010918,1000.0,11.295133,0.0,1000.0,25.346083,379.62537,-3.911973,7.1525574e-07,3.5070548,47.411810020231115,0.0,0.7384097,290.80743,0.4049183,379.9588,5.1514406,47.411810020231115,0.4774196
293.1132,-2.7348256,1000,57.72579067559702,23.479107,901,434.43417,1.029755282215774,0.5263796,-0.48819336,900,3.9120230054281455,-2.1143112,-1.0123653,0.021822799,6.694747549016029,27.749365124918366,-3.911973,430.94138,11.553538799053058,0.0005000215,-2.748533,0.4051199,-4.451305094149717,3.9119644,55558.99299516971,0.756183,1000,0.7540596,-3.9119723,-0.5786861,901000,-10.0,3.5522141,1000.0,8.66417,0.0,1000.0,23.347221,379.85638,-3.911973,7.1525574e-07,3.3986478,27.749365124918366,0.0,1.0529886,292.71194,0.51332515,380.50995,4.747322,27.749365124918366,0.43889442
286.16656,-2.7956426,1000,57.72579067559702,21.234291,902,420.74432,0.994406048906967,0.4119943,-0.51216006,901,3.9120230054281455,-2.0811477,-6.950839,0.016220313,6.620655370410532,40.544133220916294,-3.911973,420.29797,503.5666233911179,0.00047833362,-3.1239069,0.4193101,25.383325043381305,3.9119723,55578.15280545596,0.63983625,1000,0.6980827,-3.9119723,0.31086588,902000,-10.0,3.004364,1000.0,8.115495,0.0,1000.0,21.200956,380.09418,-3.911973,7.1525574e-07,3.5068927,40.544133220916294,0.0,1.112231,285.59534,0.40508038,380.04047,4.812942,40.544133220916294,0.45472708
288.0501,-3.0054095,1000,57.72579067559702,21.42617,903,436.96185,0.9832042697817087,0.2375054,-0.47882158,902,3.9120230054281455,-2.1923678,-0.34899616,0.027906047,6.5612980087753385,42.3017101044528,-3.911973,435.1107,11.552233318798244,0.000506631,-2.7630002,0.55782753,0.30607336816730624,3.9119365,55597.30505521316,0.33878163,1000,0.76415706,-3.9119723,-0.24762557,903000,-10.0,3.3940153,1000.0,11.133429,0.0,1000.0,21.327646,380.23364,-3.911973,7.1525574e-07,3.4437375,42.3017101044528,0.0,0.81376874,287.34067,0.4682356,380.71152,5.2358565,42.3017101044528,0.44640464
318.71487,-2.964863,1000,57.72579067559702,21.262005,904,448.46997,1.002615958219394,0.2889594,-0.48749512,903,3.9120230054281455,-2.4577858,-1.9316902,0.042938657,6.814555144868791,38.27821403353562,-3.911973,447.97867,11.612338613020256,0.00057184655,-3.5787432,0.9117322,-10.758007104250904,3.911906,55616.49540463486,0.48573285,1000,0.8303086,-3.9119723,-0.25725463,904000,-10.0,2.9049137,1000.0,9.985725,0.0,1000.0,21.199469,382.259,-3.911973,7.1525574e-07,3.4059901,38.27821403353562,0.0,1.0020832,316.52716,0.50598276,382.8589,5.1159186,38.27821403353562,0.4634494
297.92474,-2.9019468,1000,57.72579067559702,21.478197,905,452.61575,1.0205988003872335,0.332862,-0.49552986,904,3.9120230054281455,-2.3231926,-0.23939705,0.05110297,6.724260848946869,34.323838128522816,-3.911973,452.71445,11.378988825017586,0.00056001573,-4.1407795,0.93060726,-10.066911571626482,3.9119236,55635.77750554425,0.42022783,1000,0.8061781,-3.9119723,0.7253389,905000,-10.0,2.701408,1000.0,9.133648,0.0,1000.0,21.657822,381.8531,-3.911973,7.1525574e-07,3.5699143,34.323838128522816,0.0,0.6923747,299.9073,0.34205854,381.64807,5.0294995,34.323838128522816,0.4711125
